"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2019"	"2019"	"63 years"	"63"	45361	3996088	1135.1
	"2019"	"2019"	"64 years"	"64"	46936	3950578	1188.1
	"2019"	"2019"	"65 years"	"65"	48159	3774597	1275.9
	"2019"	"2019"	"66 years"	"66"	49560	3618069	1369.8
	"2019"	"2019"	"67 years"	"67"	50719	3464437	1464.0
	"2019"	"2019"	"68 years"	"68"	52212	3345475	1560.7
	"2019"	"2019"	"69 years"	"69"	53762	3252423	1653.0
	"2019"	"2019"	"70 years"	"70"	57343	3136704	1828.1
	"2019"	"2019"	"71 years"	"71"	61396	3083083	1991.4
	"2019"	"2019"	"72 years"	"72"	67130	3191048	2103.7
	"2019"	"2019"	"73 years"	"73"	56853	2334433	2435.4
	"2019"	"2019"	"74 years"	"74"	58425	2283164	2558.9
	"2019"	"2019"	"75 years"	"75"	63147	2198286	2872.6
	"2019"	"2019"	"76 years"	"76"	69019	2222392	3105.6
	"2019"	"2019"	"77 years"	"77"	65894	1911261	3447.7
	"2019"	"2019"	"78 years"	"78"	65124	1720817	3784.5
	"2019"	"2019"	"79 years"	"79"	66309	1599909	4144.5
	"2019"	"2019"	"80 years"	"80"	68349	1475278	4633.0
	"2019"	"2019"	"81 years"	"81"	70621	1381641	5111.4
	"2019"	"2019"	"82 years"	"82"	71124	1241341	5729.6
	"2019"	"2019"	"83 years"	"83"	73524	1151190	6386.8
	"2019"	"2019"	"84 years"	"84"	74916	1067757	7016.2
	"2019"	"2019"	"85 years"	"85"	73207	Not Applicable	Not Applicable
	"2019"	"2019"	"86 years"	"86"	75293	Not Applicable	Not Applicable
	"2019"	"2019"	"87 years"	"87"	76921	Not Applicable	Not Applicable
	"2019"	"2019"	"88 years"	"88"	76891	Not Applicable	Not Applicable
	"2019"	"2019"	"89 years"	"89"	76604	Not Applicable	Not Applicable
	"2019"	"2019"	"90 years"	"90"	72782	Not Applicable	Not Applicable
	"2019"	"2019"	"91 years"	"91"	69883	Not Applicable	Not Applicable
	"2019"	"2019"	"92 years"	"92"	64861	Not Applicable	Not Applicable
	"2019"	"2019"	"93 years"	"93"	58116	Not Applicable	Not Applicable
	"2019"	"2019"	"94 years"	"94"	51841	Not Applicable	Not Applicable
	"2019"	"2019"	"95 years"	"95"	43876	Not Applicable	Not Applicable
	"2019"	"2019"	"96 years"	"96"	36034	Not Applicable	Not Applicable
	"2019"	"2019"	"97 years"	"97"	28978	Not Applicable	Not Applicable
	"2019"	"2019"	"98 years"	"98"	22195	Not Applicable	Not Applicable
	"2019"	"2019"	"99 years"	"99"	15533	Not Applicable	Not Applicable
	"2019"	"2019"	"100+ years"	"100"	30731	Not Applicable	Not Applicable
	"2019"	"2019"	"Not Stated"	"NS"	147	Not Applicable	Not Applicable
	"2020 "	"2020"	"< 1 year"	"0"	19582	3735010	524.3
	"2020 "	"2020"	"1 year"	"1"	1364	3773884	36.1
	"2020 "	"2020"	"2 years"	"2"	889	3853025	23.1
	"2020 "	"2020"	"3 years"	"3"	725	3921526	18.5
	"2020 "	"2020"	"4 years"	"4"	551	4017847	13.7
	"2020 "	"2020"	"5 years"	"5"	516	4054336	12.7
	"2020 "	"2020"	"6 years"	"6"	450	4040169	11.1
	"2020 "	"2020"	"7 years"	"7"	441	4029753	10.9
	"2020 "	"2020"	"8 years"	"8"	405	4034785	10.0
	"2020 "	"2020"	"9 years"	"9"	398	4078668	9.8
	"2020 "	"2020"	"10 years"	"10"	456	4074173	11.2
	"2020 "	"2020"	"11 years"	"11"	526	4072994	12.9
	"2020 "	"2020"	"12 years"	"12"	617	4200977	14.7
	"2020 "	"2020"	"13 years"	"13"	800	4219921	19.0
	"2020 "	"2020"	"14 years"	"14"	1014	4186358	24.2
	"2020 "	"2020"	"15 years"	"15"	1332	4175920	31.9
	"2020 "	"2020"	"16 years"	"16"	1793	4187874	42.8
	"2020 "	"2020"	"17 years"	"17"	2229	4164893	53.5
	"2020 "	"2020"	"18 years"	"18"	3159	4159857	75.9
	"2020 "	"2020"	"19 years"	"19"	3765	4272385	88.1
	"2020 "	"2020"	"20 years"	"20"	3983	4344572	91.7
	"2020 "	"2020"	"21 years"	"21"	4576	4283150	106.8
	"2020 "	"2020"	"22 years"	"22"	4685	4293020	109.1
	"2020 "	"2020"	"23 years"	"23"	5032	4315220	116.6
	"2020 "	"2020"	"24 years"	"24"	5262	4358793	120.7
	"2020 "	"2020"	"25 years"	"25"	5706	4461006	127.9
	"2020 "	"2020"	"26 years"	"26"	5962	4555511	130.9
	"2020 "	"2020"	"27 years"	"27"	6533	4628618	141.1
	"2020 "	"2020"	"28 years"	"28"	6970	4751001	146.7
	"2020 "	"2020"	"29 years"	"29"	7525	4835107	155.6
	"2020 "	"2020"	"30 years"	"30"	7906	4821081	164.0
	"2020 "	"2020"	"31 years"	"31"	7944	4627340	171.7
	"2020 "	"2020"	"32 years"	"32"	8049	4514736	178.3
	"2020 "	"2020"	"33 years"	"33"	8345	4432699	188.3
	"2020 "	"2020"	"34 years"	"34"	8546	4442547	192.4
	"2020 "	"2020"	"35 years"	"35"	8785	4466747	196.7
	"2020 "	"2020"	"36 years"	"36"	9051	4319361	209.5
	"2020 "	"2020"	"37 years"	"37"	9771	4374441	223.4
	"2020 "	"2020"	"38 years"	"38"	9872	4362662	226.3
	"2020 "	"2020"	"39 years"	"39"	10602	4305093	246.3
	"2020 "	"2020"	"40 years"	"40"	10945	4378957	249.9
	"2020 "	"2020"	"41 years"	"41"	11118	4100150	271.2
	"2020 "	"2020"	"42 years"	"42"	10991	4014287	273.8
	"2020 "	"2020"	"43 years"	"43"	11538	3967810	290.8
	"2020 "	"2020"	"44 years"	"44"	11817	3846684	307.2
	"2020 "	"2020"	"45 years"	"45"	12743	3957972	322.0
	"2020 "	"2020"	"46 years"	"46"	13429	3826694	350.9
	"2020 "	"2020"	"47 years"	"47"	14763	3876923	380.8
	"2020 "	"2020"	"48 years"	"48"	16683	4043448	412.6
	"2020 "	"2020"	"49 years"	"49"	18813	4265569	441.0
	"2020 "	"2020"	"50 years"	"50"	20160	4310670	467.7
	"2020 "	"2020"	"51 years"	"51"	20976	4076434	514.6
	"2020 "	"2020"	"52 years"	"52"	22399	3983727	562.3
	"2020 "	"2020"	"53 years"	"53"	24222	3979962	608.6
	"2020 "	"2020"	"54 years"	"54"	26954	4044734	666.4
	"2020 "	"2020"	"55 years"	"55"	30507	4277856	713.1
	"2020 "	"2020"	"56 years"	"56"	33814	4343881	778.4
	"2020 "	"2020"	"57 years"	"57"	36561	4327862	844.8
	"2020 "	"2020"	"58 years"	"58"	39240	4306615	911.2
	"2020 "	"2020"	"59 years"	"59"	43106	4346885	991.7
	"2020 "	"2020"	"60 years"	"60"	46304	4372095	1059.1
	"2020 "	"2020"	"61 years"	"61"	48871	4208976	1161.1
	"2020 "	"2020"	"62 years"	"62"	51325	4168433	1231.3
	"2020 "	"2020"	"63 years"	"63"	54811	4106492	1334.7
	"2020 "	"2020"	"64 years"	"64"	56010	3944582	1419.9
	"2020 "	"2020"	"65 years"	"65"	58027	3897420	1488.9
	"2020 "	"2020"	"66 years"	"66"	59907	3720410	1610.2
	"2020 "	"2020"	"67 years"	"67"	61164	3562236	1717.0
	"2020 "	"2020"	"68 years"	"68"	62889	3407082	1845.8
	"2020 "	"2020"	"69 years"	"69"	64401	3286519	1959.6
	"2020 "	"2020"	"70 years"	"70"	67279	3192029	2107.7
	"2020 "	"2020"	"71 years"	"71"	71049	3074732	2310.7
	"2020 "	"2020"	"72 years"	"72"	76103	3017173	2522.3
	"2020 "	"2020"	"73 years"	"73"	82553	3117385	2648.1
	"2020 "	"2020"	"74 years"	"74"	71135	2274412	3127.6
	"2020 "	"2020"	"75 years"	"75"	72225	2219565	3254.0
	"2020 "	"2020"	"76 years"	"76"	78100	2130427	3665.9
	"2020 "	"2020"	"77 years"	"77"	85310	2147097	3973.3
	"2020 "	"2020"	"78 years"	"78"	82048	1839828	4459.5
	"2020 "	"2020"	"79 years"	"79"	80508	1649916	4879.5
	"2020 "	"2020"	"80 years"	"80"	81661	1526957	5348.0
	"2020 "	"2020"	"81 years"	"81"	83337	1400392	5951.0
	"2020 "	"2020"	"82 years"	"82"	85630	1303809	6567.7
	"2020 "	"2020"	"83 years"	"83"	85649	1163249	7362.9
	"2020 "	"2020"	"84 years"	"84"	87616	1070307	8186.1
	"2020 "	"2020"	"85 years"	"85"	89658	Not Applicable	Not Applicable
	"2020 "	"2020"	"86 years"	"86"	86428	Not Applicable	Not Applicable
	"2020 "	"2020"	"87 years"	"87"	87456	Not Applicable	Not Applicable
	"2020 "	"2020"	"88 years"	"88"	88017	Not Applicable	Not Applicable
	"2020 "	"2020"	"89 years"	"89"	87692	Not Applicable	Not Applicable
	"2020 "	"2020"	"90 years"	"90"	85205	Not Applicable	Not Applicable
	"2020 "	"2020"	"91 years"	"91"	79355	Not Applicable	Not Applicable
	"2020 "	"2020"	"92 years"	"92"	74460	Not Applicable	Not Applicable
	"2020 "	"2020"	"93 years"	"93"	67957	Not Applicable	Not Applicable
	"2020 "	"2020"	"94 years"	"94"	58709	Not Applicable	Not Applicable
	"2020 "	"2020"	"95 years"	"95"	50701	Not Applicable	Not Applicable
	"2020 "	"2020"	"96 years"	"96"	42141	Not Applicable	Not Applicable
	"2020 "	"2020"	"97 years"	"97"	33368	Not Applicable	Not Applicable
	"2020 "	"2020"	"98 years"	"98"	25839	Not Applicable	Not Applicable
	"2020 "	"2020"	"99 years"	"99"	19187	Not Applicable	Not Applicable
	"2020 "	"2020"	"100+ years"	"100"	36632	Not Applicable	Not Applicable
	"2020 "	"2020"	"Not Stated"	"NS"	116	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Group By: Year; Single-Year Ages"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Apr 9, 2023 10:50:00 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Apr 9, 2023 10:50:00 AM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"4. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"5. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
